staters,total_deaths,total_pop,male_deaths,female_deaths,pop_male,pop_female,male_white_deaths,female_white_deaths,female_black_deaths,male_black_deaths,pop_male_white,pop_male_black,pop_female_white,pop_female_black,male_white_20s_deaths,male_white_30s_deaths,male_white_40s_deaths,male_white_50s_deaths,male_white_60s_deaths,male_white_70s_deaths,male_white_80s_deaths,male_white_90s_deaths,female_white_20s_deaths,female_white_30s_deaths,female_white_40s_deaths,female_white_50s_deaths,female_white_60s_deaths,female_white_70s_deaths,female_black_30s_deaths,female_black_50s_deaths,male_black_20s_deaths,male_black_30s_deaths,male_black_40s_deaths,male_black_50s_deaths,male_black_60s_deaths,male_black_70s_deaths,male_black_80s_deaths,male_black_90s_deaths,female_white_80s_deaths,female_white_90s_deaths,female_black_20s_deaths,female_black_40s_deaths,female_black_60s_deaths,female_black_70s_deaths,female_black_80s_deaths,female_black_90s_deaths,pop_male_white_20s,pop_male_white_30s,pop_male_white_40s,pop_male_white_50s,pop_male_white_60s,pop_male_white_70s,pop_male_white_80s,pop_male_black_20s,pop_male_black_30s,pop_male_black_40s,pop_male_black_50s,pop_male_black_60s,pop_male_black_70s,pop_male_black_80s,pop_female_white_20s,pop_female_white_30s,pop_female_white_40s,pop_female_white_50s,pop_female_white_60s,pop_female_white_70s,pop_female_white_80s,pop_female_black_20s,pop_female_black_30s,pop_female_black_40s,pop_female_black_50s,pop_female_black_60s,pop_female_black_70s,pop_female_black_80s,male_white_below_40_deaths,male_white_over_40_deaths,female_white_below_40_deaths,female_white_over_40_deaths,female_black_below_40_deaths,female_black_over_40_deaths,male_black_below_40_deaths,male_black_over_40_deaths,pop_male_white_below_40,pop_male_white_over_40,pop_male_black_below_40,pop_male_black_over_40,pop_female_white_below_40,pop_female_white_over_40,pop_female_black_below_40,pop_female_black_over_40,year,employment,real_gdp,personal_income,st,sen_dem_majority,hs_dem_majority,sen_rep_majority,hs_rep_majority
MD,5834,2354947.0,3164.0,2670.0,1124394.0,1230553.0,2596.0,2237.0,433.0,568.0,948998.0,169095.0,1032086.0,191834.0,38.0,44.0,198.0,569.0,758.0,682.0,282.0,25.0,22.0,64.0,249.0,422.0,533.0,589.0,21.0,98.0,3.0,7.0,60.0,145.0,194.0,120.0,34.0,5.0,326.0,32.0,3.0,74.0,126.0,82.0,24.0,5.0,239163.0,187771.0,203590.0,161727.0,96123.0,46371.0,14253.0,44884.0,36307.0,35208.0,26488.0,16579.0,7406.0,2223.0,249606.0,186219.0,213804.0,167610.0,114612.0,71339.0,28896.0,52990.0,41728.0,38707.0,27998.0,18422.0,8637.0,3352.0,82.0,2514.0,86.0,2151.0,24.0,409.0,10.0,558.0,630524.0,318474.0,116399.0,52696.0,649629.0,382457.0,133425.0,58409.0,1969,1679355.0,17385.0,4465.0,MD,1.0,1.0,0.0,0.0
ME,1815,602776.0,1021.0,794.0,285846.0,316930.0,1020.0,793.0,1.0,1.0,283768.0,1149.0,315375.0,578.0,8.0,10.0,56.0,151.0,303.0,331.0,143.0,18.0,6.0,14.0,60.0,136.0,209.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,139.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,62864.0,49486.0,54748.0,48761.0,37634.0,21899.0,8376.0,673.0,209.0,113.0,71.0,37.0,34.0,12.0,63990.0,51813.0,58164.0,52085.0,44353.0,30836.0,14134.0,203.0,158.0,91.0,44.0,47.0,22.0,13.0,18.0,1002.0,20.0,773.0,0.0,1.0,0.0,1.0,167098.0,116670.0,995.0,154.0,173967.0,141408.0,452.0,126.0,1969,443449.0,3695.0,3243.0,ME,0.0,0.0,1.0,1.0
MI,13049,5231446.0,7333.0,5716.0,2500202.0,2731244.0,6570.0,5154.0,562.0,763.0,2240682.0,249318.0,2441024.0,278996.0,74.0,133.0,440.0,1146.0,1952.0,1941.0,820.0,64.0,40.0,165.0,558.0,989.0,1298.0,1297.0,28.0,153.0,8.0,18.0,87.0,214.0,225.0,170.0,37.0,4.0,687.0,120.0,9.0,100.0,165.0,74.0,27.0,6.0,525886.0,416164.0,467422.0,386953.0,256810.0,140837.0,46610.0,67943.0,47673.0,54650.0,40765.0,24870.0,10645.0,2772.0,575356.0,430012.0,486101.0,407784.0,282290.0,183655.0,75826.0,77875.0,57408.0,58893.0,41871.0,26501.0,12316.0,4132.0,207.0,6363.0,205.0,4949.0,37.0,525.0,26.0,737.0,1409472.0,831210.0,170266.0,79052.0,1491469.0,949555.0,194176.0,84820.0,1969,3639946.0,47894.0,4092.0,MI,0.0,1.0,1.0,0.0
MN,5789,2247803.0,3124.0,2665.0,1072730.0,1175073.0,3103.0,2653.0,12.0,21.0,1056880.0,8833.0,1158555.0,8797.0,28.0,46.0,164.0,467.0,838.0,960.0,540.0,60.0,27.0,47.0,207.0,443.0,605.0,759.0,1.0,2.0,1.0,0.0,1.0,5.0,7.0,5.0,2.0,0.0,484.0,81.0,0.0,2.0,3.0,3.0,1.0,0.0,238961.0,193027.0,199326.0,177811.0,131323.0,85136.0,31296.0,2604.0,1942.0,1794.0,1177.0,721.0,417.0,178.0,270279.0,194679.0,202570.0,187211.0,148989.0,107020.0,47807.0,2696.0,1844.0,1673.0,1125.0,803.0,471.0,185.0,74.0,3029.0,74.0,2579.0,1.0,11.0,1.0,20.0,631314.0,425566.0,6340.0,2493.0,667528.0,491027.0,6213.0,2584.0,1969,1690875.0,17681.0,3817.0,MN,0.0,0.0,1.0,1.0
MO,8410,2925642.0,4597.0,3813.0,1366165.0,1559477.0,4125.0,3477.0,336.0,472.0,1245917.0,115593.0,1412873.0,141799.0,35.0,67.0,248.0,700.0,1250.0,1149.0,601.0,75.0,37.0,81.0,271.0,577.0,857.0,962.0,19.0,82.0,4.0,8.0,51.0,102.0,166.0,102.0,36.0,3.0,604.0,88.0,4.0,39.0,93.0,77.0,17.0,5.0,273242.0,217666.0,235927.0,211906.0,170079.0,99493.0,37604.0,29012.0,21913.0,21942.0,17984.0,14197.0,7742.0,2803.0,293826.0,225939.0,249558.0,234294.0,205036.0,140235.0,63985.0,35066.0,28036.0,26924.0,21525.0,17510.0,9232.0,3506.0,102.0,4023.0,118.0,3359.0,23.0,313.0,12.0,460.0,726835.0,519082.0,72867.0,42726.0,769323.0,643550.0,90026.0,51773.0,1969,2215957.0,21095.0,3639.0,MO,1.0,1.0,0.0,0.0
MS,3253,1256929.0,1796.0,1457.0,587155.0,669774.0,1192.0,935.0,522.0,604.0,412514.0,172879.0,452156.0,215711.0,14.0,25.0,84.0,230.0,373.0,327.0,125.0,14.0,11.0,26.0,95.0,179.0,238.0,225.0,19.0,99.0,4.0,19.0,47.0,107.0,171.0,164.0,81.0,11.0,138.0,23.0,4.0,67.0,134.0,130.0,61.0,8.0,99295.0,76791.0,78306.0,69349.0,52865.0,26484.0,9424.0,38441.0,26758.0,27400.0,30472.0,28605.0,15345.0,5858.0,100471.0,79981.0,82955.0,75242.0,61850.0,36341.0,15316.0,47324.0,36003.0,37320.0,36073.0,33900.0,17532.0,7559.0,39.0,1153.0,37.0,898.0,23.0,499.0,23.0,581.0,254392.0,158122.0,92599.0,80280.0,263407.0,188749.0,120647.0,95064.0,1969,908677.0,6801.0,2493.0,MS,1.0,1.0,0.0,0.0
MT,1009,406875.0,603.0,406.0,200881.0,205994.0,603.0,406.0,0.0,0.0,194166.0,674.0,199259.0,372.0,13.0,8.0,33.0,120.0,138.0,169.0,106.0,16.0,2.0,10.0,32.0,72.0,103.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,41452.0,34178.0,37764.0,35979.0,24185.0,13746.0,6862.0,353.0,154.0,69.0,32.0,33.0,22.0,11.0,42555.0,35061.0,37261.0,35673.0,23891.0,16560.0,8258.0,139.0,101.0,37.0,38.0,33.0,20.0,4.0,21.0,582.0,12.0,394.0,0.0,0.0,0.0,0.0,113394.0,80772.0,576.0,98.0,114877.0,84382.0,277.0,95.0,1969,297954.0,2761.0,3391.0,MT,1.0,0.0,0.0,1.0
NC,6144,3045698.0,3387.0,2757.0,1449941.0,1595757.0,2622.0,2121.0,636.0,765.0,1171812.0,265923.0,1271578.0,310886.0,43.0,62.0,225.0,523.0,795.0,666.0,279.0,29.0,22.0,66.0,252.0,433.0,534.0,504.0,38.0,159.0,12.0,17.0,92.0,200.0,251.0,139.0,47.0,7.0,268.0,42.0,13.0,98.0,169.0,112.0,44.0,3.0,318172.0,229738.0,234795.0,187728.0,121783.0,60336.0,19260.0,73145.0,47146.0,51012.0,45538.0,30492.0,13995.0,4595.0,307062.0,238456.0,245819.0,206431.0,152785.0,87104.0,33921.0,76653.0,56878.0,61395.0,51965.0,38617.0,18259.0,7119.0,105.0,2517.0,88.0,2033.0,51.0,585.0,29.0,736.0,782705.0,389107.0,171303.0,94620.0,791337.0,480241.0,194926.0,115960.0,1969,2457997.0,20882.0,3143.0,NC,1.0,1.0,0.0,0.0
ND,944,360589.0,542.0,402.0,180144.0,180445.0,542.0,402.0,0.0,0.0,176402.0,827.0,176741.0,444.0,7.0,12.0,21.0,85.0,143.0,163.0,96.0,15.0,3.0,11.0,33.0,62.0,101.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,38932.0,29532.0,32437.0,31576.0,23946.0,14138.0,5841.0,448.0,291.0,59.0,12.0,8.0,4.0,5.0,36900.0,30275.0,31472.0,30812.0,23893.0,15795.0,7594.0,178.0,212.0,26.0,11.0,12.0,4.0,1.0,19.0,523.0,14.0,388.0,0.0,0.0,0.0,0.0,100901.0,75501.0,798.0,29.0,98647.0,78094.0,416.0,28.0,1969,273930.0,2178.0,3211.0,ND,0.0,0.0,1.0,1.0
NE,2581,908257.0,1393.0,1188.0,432850.0,475407.0,1371.0,1160.0,28.0,22.0,421239.0,9194.0,462369.0,10480.0,20.0,18.0,78.0,179.0,368.0,435.0,247.0,26.0,7.0,26.0,93.0,198.0,253.0,348.0,1.0,4.0,0.0,1.0,1.0,4.0,8.0,7.0,1.0,0.0,198.0,37.0,0.0,6.0,8.0,5.0,3.0,1.0,90847.0,73683.0,79416.0,69782.0,55823.0,36917.0,14771.0,2668.0,2108.0,1718.0,1161.0,895.0,456.0,188.0,96625.0,75687.0,79513.0,74413.0,64406.0,48973.0,22752.0,3013.0,2406.0,1931.0,1307.0,1005.0,575.0,243.0,38.0,1333.0,33.0,1127.0,1.0,27.0,1.0,21.0,243946.0,177293.0,6494.0,2700.0,251825.0,210544.0,7350.0,3130.0,1969,703747.0,6537.0,3658.0,NE,0.0,0.0,0.0,0.0
NH,1389,444301.0,754.0,635.0,210635.0,233666.0,753.0,634.0,1.0,1.0,209496.0,720.0,232607.0,531.0,11.0,17.0,39.0,133.0,239.0,222.0,77.0,15.0,3.0,9.0,50.0,115.0,148.0,190.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,48902.0,38497.0,40746.0,35352.0,25942.0,14982.0,5075.0,339.0,184.0,99.0,53.0,23.0,17.0,5.0,51576.0,39130.0,42406.0,37827.0,30735.0,21439.0,9494.0,198.0,155.0,85.0,44.0,35.0,8.0,6.0,28.0,725.0,12.0,622.0,0.0,1.0,0.0,1.0,128145.0,81351.0,622.0,98.0,133112.0,99495.0,438.0,93.0,1969,334070.0,2817.0,3851.0,NH,0.0,0.0,1.0,1.0
NJ,12734,4502569.0,6751.0,5983.0,2112246.0,2390323.0,6174.0,5528.0,455.0,577.0,1920593.0,183195.0,2156158.0,224110.0,53.0,112.0,397.0,1154.0,1883.0,1792.0,726.0,57.0,43.0,136.0,567.0,1108.0,1352.0,1504.0,38.0,106.0,12.0,23.0,71.0,149.0,162.0,112.0,44.0,4.0,738.0,80.0,5.0,78.0,112.0,83.0,30.0,3.0,393743.0,346300.0,419881.0,361979.0,234734.0,124585.0,39371.0,50674.0,43051.0,38263.0,25611.0,16349.0,7059.0,2188.0,429673.0,361851.0,446205.0,388341.0,276676.0,183251.0,70161.0,63776.0,52925.0,43929.0,30082.0,20452.0,9495.0,3451.0,165.0,6009.0,179.0,5349.0,43.0,412.0,35.0,542.0,1159924.0,760669.0,131988.0,51207.0,1237729.0,918429.0,160630.0,63480.0,1969,3061493.0,35852.0,4587.0,NJ,0.0,0.0,1.0,1.0
NM,988,554336.0,519.0,469.0,267698.0,286638.0,513.0,461.0,8.0,6.0,247396.0,4717.0,264259.0,4690.0,4.0,18.0,45.0,97.0,147.0,121.0,69.0,12.0,3.0,13.0,56.0,92.0,115.0,118.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,59.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,61478.0,51323.0,50735.0,40082.0,25987.0,13091.0,4700.0,1489.0,1134.0,835.0,589.0,419.0,204.0,47.0,64582.0,54608.0,53300.0,41515.0,28502.0,15619.0,6133.0,1335.0,1173.0,876.0,651.0,406.0,178.0,71.0,22.0,491.0,16.0,445.0,1.0,7.0,0.0,6.0,163536.0,83860.0,3458.0,1259.0,172490.0,91769.0,3384.0,1306.0,1969,394799.0,4091.0,3091.0,NM,1.0,1.0,0.0,0.0
NV,607,289996.0,363.0,244.0,147064.0,142932.0,350.0,235.0,9.0,13.0,137424.0,6650.0,133324.0,6555.0,2.0,7.0,23.0,86.0,126.0,84.0,19.0,3.0,3.0,9.0,31.0,58.0,52.0,55.0,1.0,3.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,32013.0,29979.0,29046.0,24452.0,14191.0,6023.0,1720.0,2262.0,1621.0,1176.0,893.0,508.0,160.0,30.0,33380.0,28344.0,27954.0,22540.0,12857.0,5975.0,2274.0,2222.0,1699.0,1168.0,850.0,438.0,139.0,39.0,9.0,341.0,12.0,223.0,1.0,8.0,0.0,13.0,91038.0,46386.0,5059.0,1591.0,89678.0,43646.0,5089.0,1466.0,1969,243701.0,2947.0,4702.0,NV,1.0,0.0,0.0,1.0
NY,34343,11707642.0,18200.0,16143.0,5402682.0,6304960.0,16703.0,14895.0,1248.0,1497.0,4820678.0,529826.0,5561432.0,691284.0,159.0,259.0,939.0,2796.0,5011.0,5192.0,2142.0,205.0,97.0,305.0,1355.0,2841.0,3915.0,4027.0,88.0,296.0,16.0,40.0,182.0,401.0,443.0,312.0,92.0,11.0,2104.0,251.0,25.0,212.0,318.0,210.0,89.0,10.0,1015733.0,848297.0,966412.0,868213.0,652006.0,356996.0,113021.0,145202.0,129565.0,112935.0,73760.0,45084.0,18419.0,4861.0,1155910.0,889349.0,1048881.0,976036.0,785832.0,512483.0,192941.0,194478.0,162733.0,138868.0,96621.0,62302.0,26964.0,9318.0,418.0,16285.0,402.0,14493.0,113.0,1135.0,56.0,1441.0,2830442.0,1990236.0,387702.0,142124.0,3094140.0,2467292.0,496079.0,195205.0,1969,8494052.0,107031.0,4635.0,NY,0.0,0.0,1.0,1.0
OH,17336,6467112.0,9420.0,7916.0,3039379.0,3427733.0,8529.0,7272.0,644.0,891.0,2788686.0,243658.0,3131298.0,287824.0,99.0,149.0,540.0,1614.0,2465.0,2423.0,1115.0,124.0,66.0,196.0,740.0,1374.0,1712.0,1919.0,26.0,157.0,11.0,26.0,89.0,219.0,271.0,202.0,67.0,6.0,1112.0,153.0,2.0,99.0,169.0,137.0,50.0,4.0,633250.0,521511.0,583135.0,486273.0,319318.0,180107.0,65092.0,57912.0,49531.0,53866.0,39416.0,26121.0,12990.0,3822.0,709407.0,541963.0,615182.0,520558.0,377840.0,255616.0,110732.0,72475.0,61004.0,61126.0,43126.0,29538.0,15256.0,5299.0,248.0,8281.0,262.0,7010.0,28.0,616.0,37.0,854.0,1737896.0,1050790.0,161309.0,82349.0,1866552.0,1264746.0,194605.0,93219.0,1969,4695425.0,52817.0,3959.0,OH,0.0,0.0,1.0,1.0
OK,4117,1600003.0,2226.0,1891.0,757703.0,842300.0,2060.0,1780.0,111.0,166.0,692815.0,39954.0,764511.0,49209.0,29.0,30.0,119.0,344.0,594.0,626.0,278.0,40.0,19.0,39.0,151.0,319.0,432.0,467.0,5.0,23.0,0.0,8.0,12.0,20.0,50.0,44.0,30.0,2.0,305.0,48.0,1.0,10.0,36.0,17.0,16.0,3.0,161251.0,121219.0,130589.0,115612.0,92889.0,51870.0,19385.0,10242.0,6459.0,6553.0,6067.0,5688.0,3435.0,1510.0,160388.0,128216.0,137003.0,126089.0,110059.0,70360.0,32396.0,11069.0,8725.0,8380.0,7692.0,7286.0,4144.0,1913.0,59.0,2001.0,58.0,1722.0,6.0,105.0,8.0,158.0,413059.0,279756.0,23254.0,16700.0,425607.0,338904.0,28174.0,21035.0,1969,1107254.0,9622.0,3329.0,OK,1.0,1.0,0.0,0.0
OR,3207,1286628.0,1744.0,1463.0,615829.0,670799.0,1734.0,1448.0,15.0,10.0,601286.0,6729.0,656077.0,6697.0,19.0,31.0,125.0,281.0,478.0,536.0,237.0,27.0,7.0,36.0,128.0,263.0,370.0,366.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,243.0,35.0,0.0,0.0,3.0,4.0,0.0,0.0,130608.0,104060.0,115872.0,110259.0,78416.0,44917.0,17154.0,1915.0,1260.0,1324.0,1186.0,704.0,248.0,92.0,146105.0,106805.0,121920.0,113324.0,84754.0,57115.0,26054.0,1921.0,1256.0,1401.0,1099.0,644.0,254.0,122.0,50.0,1684.0,43.0,1405.0,2.0,13.0,0.0,10.0,350540.0,250746.0,4499.0,2230.0,374830.0,281247.0,4578.0,2119.0,1969,920183.0,9353.0,3774.0,OR,1.0,0.0,0.0,1.0
PA,21967,7471463.0,11757.0,10210.0,3472495.0,3998968.0,10737.0,9496.0,714.0,1020.0,3206816.0,257585.0,3672550.0,316910.0,96.0,133.0,698.0,2044.0,3110.0,3155.0,1380.0,121.0,60.0,218.0,936.0,1807.0,2413.0,2590.0,33.0,172.0,10.0,20.0,96.0,243.0,334.0,251.0,58.0,8.0,1308.0,164.0,8.0,111.0,208.0,119.0,59.0,4.0,642245.0,541088.0,680332.0,617481.0,416095.0,231904.0,77671.0,60128.0,50003.0,56259.0,42438.0,29823.0,14974.0,3960.0,718228.0,575986.0,738825.0,676790.0,501400.0,328584.0,132737.0,76431.0,64062.0,66396.0,50468.0,35967.0,17526.0,6060.0,229.0,10508.0,278.0,9218.0,41.0,673.0,30.0,990.0,1863665.0,1343151.0,166390.0,91195.0,2033039.0,1639511.0,206889.0,110021.0,1969,5249940.0,54486.0,3864.0,PA,0.0,1.0,1.0,0.0
RI,1808,604495.0,1002.0,806.0,290035.0,314460.0,989.0,795.0,11.0,13.0,281274.0,6730.0,306288.0,6701.0,10.0,13.0,39.0,177.0,310.0,309.0,123.0,8.0,4.0,17.0,65.0,142.0,200.0,227.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,7.0,1.0,0.0,120.0,20.0,0.0,2.0,1.0,1.0,2.0,0.0,74251.0,44634.0,55375.0,48383.0,33128.0,19143.0,6360.0,2489.0,1441.0,1246.0,710.0,477.0,275.0,92.0,63536.0,45426.0,59319.0,54443.0,42873.0,28862.0,11829.0,1864.0,1509.0,1320.0,893.0,581.0,375.0,159.0,23.0,966.0,21.0,774.0,1.0,10.0,1.0,12.0,174260.0,107014.0,5176.0,1554.0,168281.0,138007.0,4693.0,2008.0,1969,440080.0,4113.0,4011.0,RI,1.0,1.0,0.0,0.0
SC,3118,1483396.0,1704.0,1414.0,707446.0,775950.0,1203.0,1014.0,400.0,501.0,533041.0,172784.0,566288.0,208028.0,17.0,19.0,102.0,262.0,387.0,291.0,113.0,12.0,16.0,30.0,112.0,212.0,249.0,245.0,24.0,103.0,3.0,8.0,56.0,146.0,164.0,97.0,24.0,3.0,132.0,18.0,5.0,77.0,111.0,65.0,12.0,3.0,154687.0,104648.0,106170.0,84860.0,52139.0,23653.0,6884.0,48525.0,30647.0,32886.0,29556.0,19267.0,8875.0,3028.0,140188.0,107440.0,110571.0,91309.0,66140.0,36382.0,14258.0,51426.0,37849.0,40402.0,34232.0,26237.0,12865.0,5017.0,36.0,1167.0,46.0,968.0,29.0,371.0,11.0,490.0,365505.0,167536.0,112058.0,60726.0,358199.0,208089.0,129677.0,78351.0,1969,1170440.0,8874.0,2955.0,SC,1.0,1.0,0.0,0.0
SD,1101,393726.0,600.0,501.0,192117.0,201609.0,600.0,501.0,0.0,0.0,185047.0,554.0,194153.0,289.0,4.0,7.0,33.0,69.0,168.0,195.0,117.0,7.0,4.0,12.0,41.0,78.0,113.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,37784.0,29624.0,35666.0,32615.0,25528.0,17181.0,6649.0,306.0,112.0,69.0,29.0,20.0,14.0,4.0,38077.0,31692.0,34740.0,32920.0,27309.0,20133.0,9282.0,89.0,102.0,37.0,32.0,16.0,7.0,6.0,11.0,589.0,16.0,485.0,0.0,0.0,0.0,0.0,103074.0,81973.0,487.0,67.0,104509.0,89644.0,228.0,61.0,1969,303105.0,2273.0,3114.0,SD,0.0,0.0,1.0,1.0
TN,5710,2403880.0,3122.0,2588.0,1124018.0,1279862.0,2558.0,2121.0,467.0,564.0,976647.0,145401.0,1096141.0,181362.0,31.0,60.0,189.0,485.0,809.0,662.0,297.0,25.0,23.0,64.0,229.0,380.0,527.0,523.0,20.0,125.0,1.0,10.0,46.0,140.0,167.0,152.0,38.0,10.0,328.0,47.0,6.0,59.0,139.0,86.0,28.0,4.0,235601.0,184797.0,191971.0,164503.0,118013.0,60372.0,21390.0,34668.0,24278.0,25966.0,25278.0,20310.0,11105.0,3796.0,250058.0,197202.0,206929.0,179839.0,141874.0,84697.0,35542.0,42067.0,32770.0,32913.0,29850.0,25111.0,13311.0,5340.0,91.0,2467.0,87.0,2034.0,26.0,441.0,11.0,553.0,612369.0,364278.0,84912.0,60489.0,654189.0,441952.0,107750.0,73612.0,1969,1788719.0,15167.0,3032.0,TN,1.0,0.0,0.0,0.0
TX,15043,6619446.0,8378.0,6665.0,3152606.0,3466840.0,7244.0,5819.0,846.0,1134.0,2795327.0,344311.0,3053397.0,399345.0,76.0,156.0,524.0,1307.0,2183.0,2110.0,804.0,84.0,63.0,193.0,577.0,1135.0,1430.0,1453.0,37.0,177.0,9.0,33.0,114.0,253.0,357.0,280.0,81.0,7.0,858.0,110.0,12.0,129.0,281.0,160.0,42.0,8.0,707777.0,540394.0,555410.0,452295.0,322877.0,161853.0,54721.0,90455.0,66491.0,63526.0,52262.0,41884.0,22050.0,7643.0,729856.0,562398.0,582810.0,481336.0,376220.0,224507.0,96270.0,101871.0,78767.0,73986.0,59418.0,49368.0,25627.0,10308.0,232.0,7012.0,256.0,5563.0,49.0,797.0,42.0,1092.0,1803581.0,991746.0,220472.0,123839.0,1875064.0,1178333.0,254624.0,144721.0,1969,5005193.0,48575.0,3481.0,TX,1.0,1.0,0.0,0.0
UT,953,573208.0,512.0,441.0,276194.0,297014.0,509.0,439.0,2.0,3.0,270145.0,1669.0,291355.0,1394.0,7.0,14.0,17.0,89.0,170.0,132.0,77.0,3.0,11.0,13.0,38.0,81.0,108.0,118.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,57.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,74246.0,52671.0,51479.0,42952.0,28313.0,15155.0,5329.0,607.0,275.0,335.0,244.0,138.0,48.0,22.0,81755.0,54218.0,52373.0,44028.0,31408.0,19473.0,8100.0,358.0,258.0,308.0,212.0,149.0,78.0,31.0,21.0,488.0,24.0,415.0,0.0,2.0,0.0,3.0,178396.0,91749.0,1217.0,452.0,188346.0,103009.0,924.0,470.0,1969,443665.0,4036.0,3231.0,UT,0.0,0.0,1.0,1.0
VA,6120,2831850.0,3308.0,2812.0,1374755.0,1457095.0,2494.0,2203.0,609.0,814.0,1148030.0,220006.0,1208357.0,242579.0,25.0,59.0,212.0,499.0,768.0,647.0,262.0,22.0,22.0,74.0,234.0,464.0,536.0,528.0,33.0,157.0,8.0,25.0,87.0,182.0,237.0,215.0,53.0,7.0,287.0,58.0,4.0,79.0,181.0,106.0,44.0,5.0,330092.0,224135.0,229533.0,181732.0,111452.0,53691.0,17395.0,55584.0,40670.0,44560.0,38435.0,24311.0,12355.0,4091.0,303873.0,222766.0,240324.0,190843.0,135457.0,80985.0,34109.0,57264.0,46636.0,49143.0,40037.0,28303.0,15399.0,5797.0,84.0,2410.0,96.0,2107.0,37.0,572.0,33.0,781.0,783760.0,364270.0,140814.0,79192.0,766963.0,441394.0,153043.0,89536.0,1969,2147852.0,19638.0,3873.0,VA,1.0,1.0,0.0,0.0
VT,801,263547.0,438.0,363.0,125046.0,138501.0,437.0,362.0,1.0,1.0,124571.0,257.0,138080.0,174.0,3.0,9.0,18.0,87.0,110.0,149.0,50.0,11.0,8.0,3.0,34.0,74.0,93.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,30025.0,22625.0,23184.0,20661.0,15974.0,8892.0,3210.0,119.0,46.0,32.0,27.0,17.0,10.0,6.0,31616.0,22569.0,24553.0,22035.0,18363.0,12792.0,6152.0,66.0,32.0,24.0,26.0,12.0,8.0,6.0,12.0,425.0,11.0,351.0,0.0,1.0,0.0,1.0,75834.0,48737.0,197.0,60.0,78738.0,59342.0,122.0,52.0,1969,202578.0,1798.0,3441.0,VT,0.0,0.0,1.0,1.0
WA,5036,2095659.0,2788.0,2248.0,1023933.0,1071726.0,2742.0,2211.0,37.0,46.0,981915.0,20985.0,1032558.0,17178.0,36.0,49.0,161.0,484.0,783.0,789.0,392.0,48.0,20.0,42.0,203.0,423.0,529.0,559.0,3.0,9.0,0.0,1.0,9.0,10.0,15.0,11.0,0.0,0.0,385.0,50.0,0.0,10.0,9.0,4.0,2.0,0.0,249326.0,176745.0,189292.0,170286.0,111005.0,60659.0,24602.0,7536.0,4117.0,4143.0,3046.0,1447.0,497.0,199.0,247932.0,174626.0,195311.0,172913.0,122070.0,81874.0,37832.0,5186.0,3569.0,3897.0,2434.0,1256.0,598.0,238.0,85.0,2657.0,62.0,2149.0,3.0,34.0,1.0,45.0,615363.0,366552.0,15796.0,5189.0,617869.0,414689.0,12652.0,4526.0,1969,1538783.0,18091.0,4244.0,WA,1.0,0.0,0.0,1.0
WI,7061,2632229.0,3774.0,3287.0,1258141.0,1374088.0,3716.0,3251.0,36.0,58.0,1223807.0,27582.0,1335464.0,31297.0,41.0,58.0,208.0,573.0,1060.0,1175.0,548.0,53.0,27.0,76.0,253.0,515.0,832.0,902.0,3.0,9.0,0.0,2.0,6.0,13.0,23.0,12.0,2.0,0.0,574.0,72.0,1.0,13.0,3.0,6.0,1.0,0.0,267201.0,217772.0,235866.0,212901.0,159448.0,96385.0,34234.0,8789.0,6696.0,5870.0,3371.0,1813.0,802.0,241.0,293904.0,221095.0,242451.0,225398.0,176332.0,122916.0,53368.0,10597.0,8182.0,5935.0,3397.0,2032.0,822.0,332.0,99.0,3617.0,103.0,3148.0,4.0,32.0,2.0,56.0,720839.0,502968.0,21355.0,6227.0,757450.0,578014.0,24714.0,6583.0,1969,1943518.0,19521.0,3749.0,WI,0.0,0.0,1.0,1.0
